trans_date_trans_time,merchant,category,amt,gender,state,job,is_fraud
1/6/19 11:16,"fraud_Casper, Hand and Zulauf",grocery_pos,183.63,F,LA,"Designer, furniture",0
1/12/19 22:39,"fraud_Brown, Homenick and Lesch",health_fitness,145.88,M,NM,"Therapist, art",0
1/25/19 4:20,fraud_Smitham-Boehm,grocery_net,54.66,F,OK,Occupational psychologist,0
1/29/19 1:59,fraud_Dooley-Thompson,misc_net,731.6,M,CA,Comptroller,1
2/28/19 16:35,"fraud_Haley, Batz and Auer",health_fitness,72.79,M,VT,Transport planner,0
1/27/19 10:36,fraud_Cummerata-Jones,gas_transport,82.24,F,PA,Mining engineer,0
2/7/19 21:25,"fraud_Witting, Beer and Ernser",home,7.02,F,WV,Chief Executive Officer,0
1/9/19 7:27,"fraud_Connelly, Reichert and Fritsch",gas_transport,74.69,F,NY,"Surveyor, land/geomatics",0
1/20/19 6:24,fraud_Gutmann-Upton,misc_pos,28.98,M,PA,Public affairs consultant,0
1/1/19 16:22,fraud_Rolfson-Kunde,personal_care,17.21,F,CA,Sales executive,0
2/19/19 1:05,fraud_Friesen-Stamm,gas_transport,50.99,M,IN,"Doctor, general practice",0
1/11/19 18:01,fraud_Friesen-Ortiz,personal_care,92.78,M,NY,Psychiatrist,0
2/15/19 9:49,fraud_Corwin-Collins,gas_transport,54.55,F,ND,"Designer, ceramics/pottery",0
1/28/19 15:42,fraud_Erdman-Durgan,health_fitness,53.37,F,MI,Immunologist,0
2/2/19 3:19,"fraud_Schaefer, Maggio and Daugherty",gas_transport,6.5,M,PA,Charity fundraiser,1
2/28/19 1:51,fraud_Stamm-Rodriguez,misc_pos,8.3,F,KS,Arboriculturist,1
1/15/19 6:17,fraud_Metz-Boehm,shopping_pos,140.99,M,SD,"Designer, industrial/product",0
1/18/19 15:29,fraud_Reichel LLC,personal_care,76.99,F,FL,Private music teacher,0
2/18/19 10:36,"fraud_Kutch, Hermiston and Farrell",gas_transport,31.91,F,TX,"Physicist, medical",0
2/3/19 0:49,fraud_Maggio-Fahey,misc_pos,74.78,F,NC,"Psychologist, counselling",0
1/16/19 13:05,fraud_Kub PLC,personal_care,19.22,F,MT,Water engineer,0
2/3/19 19:34,fraud_Medhurst Inc,home,78.12,M,WV,Advice worker,0
3/1/19 17:28,"fraud_Bradtke, Torp and Bahringer",personal_care,74.02,M,NE,"Solicitor, Scotland",0
2/4/19 22:47,fraud_Hamill-D'Amore,health_fitness,38.19,F,SC,"Sales professional, IT",0
1/29/19 17:16,fraud_Rau-Robel,kids_pets,96.75,F,WV,Sub,0
2/2/19 21:19,fraud_Crooks and Sons,personal_care,26.21,F,IL,Environmental consultant,0
1/14/19 23:51,"fraud_Runte, Green and Emard",health_fitness,47.71,M,KS,Product/process development scientist,0
2/8/19 22:15,fraud_Hudson-Grady,shopping_pos,1.7,F,IA,"Scientist, audiological",0
1/30/19 15:39,"fraud_Koss, Hansen and Lueilwitz",home,80.07,M,NY,Toxicologist,0
1/12/19 12:16,fraud_Nolan-Williamson,kids_pets,53.45,F,GA,Fitness centre manager,0
2/26/19 7:54,"fraud_Ferry, Reichel and DuBuque",grocery_net,76.0,F,OK,Barrister,0
2/4/19 21:27,fraud_Rau-Robel,kids_pets,219.93,F,NY,Medical sales representative,0
2/3/19 1:06,fraud_Fisher Inc,shopping_net,9.54,F,MD,Maintenance engineer,0
1/22/19 9:59,fraud_Emard Inc,gas_transport,19.43,F,KY,Chartered public finance accountant,1
2/11/19 20:01,fraud_Herzog Ltd,misc_pos,8.02,F,OH,"Copywriter, advertising",0
2/11/19 16:04,fraud_Dibbert-Green,entertainment,59.36,M,WA,Clothing/textile technologist,0
1/21/19 7:38,fraud_Kutch LLC,gas_transport,51.31,F,IL,Magazine journalist,0
2/12/19 9:55,fraud_Mraz-Herzog,gas_transport,62.98,M,VA,"Designer, ceramics/pottery",0
2/10/19 22:31,fraud_Gleason and Sons,kids_pets,17.18,F,MS,Curator,0
1/10/19 13:32,fraud_Gislason Group,misc_pos,90.68,M,NJ,Operational researcher,0
1/12/19 16:08,fraud_Romaguera Ltd,health_fitness,73.55,F,AR,"Lecturer, further education",0
1/22/19 22:46,fraud_Torphy-Kertzmann,health_fitness,134.27,F,PA,Mining engineer,0
2/17/19 20:53,fraud_Wilkinson PLC,kids_pets,67.48,M,MI,Agricultural consultant,0
2/20/19 19:35,"fraud_O'Connell, Botsford and Hand",home,22.83,F,CA,"Therapist, occupational",0
2/1/19 10:49,fraud_Lockman Ltd,grocery_pos,74.5,M,CO,Materials engineer,0
1/18/19 1:18,fraud_Lebsack and Sons,misc_net,2.48,F,TX,"Physicist, medical",0
2/5/19 23:08,fraud_Botsford and Sons,home,4.1,F,VT,"Scientist, marine",0
1/19/19 16:36,"fraud_Lehner, Reichert and Mills",misc_pos,19.7,M,LA,Herbalist,0
2/19/19 8:47,"fraud_Welch, Rath and Koepp",entertainment,189.35,F,TX,Radio producer,0
2/5/19 4:03,"fraud_Reichert, Shanahan and Hayes",shopping_net,98.5,M,TN,Clothing/textile technologist,0
2/18/19 13:45,fraud_Fritsch and Sons,health_fitness,118.93,M,IN,"Doctor, general practice",0
2/7/19 8:59,fraud_Bradtke PLC,grocery_pos,108.85,F,AR,"Programmer, applications",0
2/28/19 8:48,fraud_Berge LLC,gas_transport,93.55,F,SC,Chiropodist,0
2/4/19 13:11,fraud_Leffler-Goldner,personal_care,132.37,F,GA,Educational psychologist,0
1/18/19 10:22,"fraud_Schultz, Simonis and Little",grocery_pos,91.62,M,PA,Garment/textile technologist,0
1/30/19 14:31,"fraud_Cole, Hills and Jewess",home,8.74,F,OK,Amenity horticulturist,0
1/13/19 12:04,"fraud_Ledner, Hartmann and Feest",health_fitness,32.3,F,GA,Prison officer,0
1/21/19 15:18,"fraud_Dare, Fritsch and Zboncak",health_fitness,75.49,M,SC,Materials engineer,0
1/7/19 18:04,fraud_Erdman-Durgan,health_fitness,4.61,F,TX,Financial adviser,0
1/30/19 11:00,fraud_Rodriguez Group,gas_transport,99.0,M,LA,"Engineer, petroleum",0
2/27/19 22:48,fraud_Metz-Boehm,shopping_pos,3.29,M,MI,"Engineer, automotive",0
1/20/19 20:28,fraud_Fadel-Hilpert,health_fitness,87.23,M,AL,"Librarian, academic",0
2/23/19 2:41,"fraud_Lockman, West and Runte",grocery_pos,89.33,M,SD,Volunteer coordinator,0
2/10/19 4:35,fraud_Kihn-Schuster,food_dining,48.71,M,TX,"Designer, interior/spatial",0
2/1/19 4:57,"fraud_Mosciski, Gislason and Mertz",grocery_pos,78.23,M,FL,Exercise physiologist,0
2/20/19 22:09,fraud_Collier LLC,home,81.34,M,MN,Music tutor,0
1/12/19 20:19,fraud_Simonis-Prohaska,misc_pos,7.72,F,NE,"Engineer, automotive",0
1/22/19 18:47,fraud_Grimes LLC,entertainment,83.57,M,PA,Communications engineer,0
1/11/19 19:23,fraud_Kilback Group,food_dining,71.6,M,TX,Futures trader,0
1/3/19 11:56,"fraud_Watsica, Haag and Considine",shopping_pos,2.31,M,IA,Commercial horticulturist,0
1/15/19 18:53,"fraud_McDermott, Osinski and Morar",home,28.62,M,IN,Biomedical engineer,0
2/19/19 12:46,fraud_Roob-Okuneva,health_fitness,226.0,F,SC,Social researcher,0
1/25/19 22:45,fraud_Torphy-Goyette,shopping_pos,1172.01,M,WI,"Engineer, building services",1
1/1/19 14:49,"fraud_Heathcote, Yost and Kertzmann",shopping_net,7.46,F,SC,Research scientist (physical sciences),0
3/1/19 17:25,fraud_Rippin-VonRueden,health_fitness,73.2,M,VA,"Geologist, engineering",0
1/26/19 15:26,fraud_Yost-Rogahn,personal_care,30.84,F,CA,"Scientist, audiological",0
2/12/19 23:33,"fraud_Labadie, Treutel and Bode",shopping_net,141.51,F,MN,Fisheries officer,0
1/19/19 20:28,fraud_Bernhard-Lesch,food_dining,38.29,F,VT,"Scientist, marine",0
1/12/19 16:33,"fraud_Hauck, Dietrich and Funk",kids_pets,19.78,F,KY,"Psychologist, counselling",0
1/16/19 3:31,fraud_Lockman Ltd,grocery_pos,79.86,F,NY,Comptroller,0
2/12/19 16:32,fraud_Collier LLC,home,120.7,F,OK,Seismic interpreter,0
2/7/19 12:08,"fraud_Hintz, Bauch and Smith",health_fitness,72.16,M,OH,Exhibition designer,0
1/5/19 14:01,"fraud_Kling, Howe and Schneider",home,16.52,F,MI,Immunologist,0
2/17/19 14:29,fraud_Deckow-Dare,food_dining,60.11,F,WI,Applications developer,0
2/10/19 18:19,fraud_Marvin-Lind,personal_care,55.19,F,NH,"Optician, dispensing",0
2/3/19 2:54,fraud_Haley Group,misc_pos,615.88,F,AR,"Lecturer, further education",0
3/1/19 8:50,fraud_Rodriguez Group,gas_transport,63.58,F,VA,"Engineer, mining",0
2/1/19 12:19,fraud_Kihn Inc,shopping_pos,5.63,F,TX,"Merchandiser, retail",0
2/19/19 10:58,fraud_Wiza LLC,misc_pos,2.51,F,TX,Barrister,0
1/22/19 19:35,fraud_Windler LLC,kids_pets,2.25,M,WV,Chartered public finance accountant,0
1/11/19 8:07,"fraud_Casper, Hand and Zulauf",grocery_pos,77.23,F,CT,Comptroller,0
2/19/19 19:09,fraud_Thiel Ltd,travel,3.06,F,NY,"Librarian, public",0
1/12/19 0:27,"fraud_Tillman, Fritsch and Schmitt",misc_net,4.17,F,NJ,"Administrator, charities/voluntary organisations",0
2/24/19 22:06,"fraud_Hartmann, Rowe and Hermann",travel,6.51,F,WA,Musician,0
1/21/19 21:21,fraud_Larkin Ltd,kids_pets,15.83,F,CA,"Scientist, audiological",0
1/19/19 23:14,fraud_Cole PLC,grocery_pos,311.41,F,VA,Accounting technician,1
2/28/19 9:14,fraud_Schuppe LLC,entertainment,15.58,M,PA,Management consultant,0
1/1/19 14:06,fraud_Dare-Marvin,entertainment,91.81,M,MD,Press photographer,0
2/8/19 8:38,"fraud_Zieme, Bode and Dooley",gas_transport,44.37,F,OR,Radio broadcast assistant,0
1/13/19 20:10,fraud_Kulas Group,health_fitness,21.92,F,NC,Toxicologist,0
2/7/19 23:06,fraud_Collier LLC,home,82.71,M,CA,Immigration officer,0
2/5/19 16:34,"fraud_Little, Gutmann and Lynch",shopping_net,9.9,F,OK,Amenity horticulturist,0
1/10/19 21:43,fraud_Bauch-Blanda,entertainment,67.16,F,OR,Planning and development surveyor,0
2/22/19 10:02,fraud_Kozey-Boehm,shopping_net,2.73,M,IA,Probation officer,0
2/1/19 2:20,fraud_Rodriguez Group,gas_transport,64.23,F,UT,"Scientist, audiological",0
2/10/19 20:50,fraud_Terry Ltd,home,17.05,M,NV,Immunologist,0
1/3/19 5:51,fraud_Kutch-Hegmann,grocery_net,56.99,F,CO,Water engineer,0
2/22/19 18:56,"fraud_Hintz, Bauch and Smith",health_fitness,14.19,F,WI,Neurosurgeon,0
1/26/19 17:19,"fraud_Cormier, Stracke and Thiel",entertainment,33.76,F,TN,Prison officer,0
2/6/19 12:39,"fraud_Kihn, Abernathy and Douglas",shopping_net,322.43,M,MI,"Doctor, hospital",0
2/14/19 0:25,fraud_Pfeffer LLC,grocery_net,40.11,F,FL,Television production assistant,0
1/13/19 22:41,"fraud_Bahringer, Osinski and Block",food_dining,95.42,F,NY,Film/video editor,0
1/22/19 18:12,fraud_Kemmer-Buckridge,misc_pos,3.13,F,MN,"Scientist, audiological",0
1/21/19 9:30,fraud_Flatley-Durgan,misc_net,9.16,M,VA,"Designer, ceramics/pottery",0
2/21/19 3:22,fraud_Kunde-Sanford,misc_net,726.14,M,IL,Trade mark attorney,1
1/15/19 21:55,fraud_Conroy-Emard,food_dining,22.67,F,OH,Insurance underwriter,0
1/7/19 22:27,"fraud_Reichert, Rowe and Mraz",shopping_net,598.95,F,WA,Musician,0
3/2/19 17:42,fraud_Hoppe-Parisian,kids_pets,46.64,M,MO,"Engineer, agricultural",0
2/25/19 8:46,fraud_Hudson-Ratke,grocery_pos,119.3,F,MA,Radio producer,0
2/14/19 5:24,"fraud_Osinski, Ledner and Leuschke",grocery_pos,169.45,F,TN,Pathologist,0
2/18/19 21:13,"fraud_Prosacco, Kreiger and Kovacek",home,44.45,F,LA,"Designer, furniture",0
1/9/19 14:59,fraud_Barton LLC,kids_pets,56.87,F,LA,"Surveyor, rural practice",0
2/11/19 2:44,fraud_Vandervort-Funk,grocery_pos,325.35,M,WY,"Administrator, local government",1
1/23/19 22:06,"fraud_Roob, Conn and Tremblay",shopping_pos,3.91,M,AL,Musician,0
1/5/19 22:46,"fraud_Durgan, Gislason and Spencer",home,10.47,M,AR,Magazine features editor,0
1/29/19 22:14,"fraud_Romaguera, Wehner and Tromp",kids_pets,22.65,F,SD,Hospital pharmacist,0
1/16/19 20:03,fraud_Bins-Tillman,entertainment,5.7,F,WA,Musician,0
2/9/19 12:45,fraud_Medhurst Inc,home,79.42,M,MO,Tourist information centre manager,0
2/26/19 10:52,fraud_Gutmann Ltd,grocery_net,89.26,F,WY,Public librarian,0
2/20/19 23:44,fraud_Goyette Inc,shopping_net,4.3,M,IN,Biomedical engineer,0
2/21/19 2:17,fraud_Koelpin and Sons,misc_net,21.9,F,MD,Regulatory affairs officer,0
2/4/19 18:28,fraud_McDermott-Rice,misc_pos,1.86,F,MI,Immunologist,0
2/4/19 16:37,"fraud_Little, Gutmann and Lynch",shopping_net,9.7,F,MO,Tax inspector,0
1/8/19 17:03,fraud_Friesen Ltd,health_fitness,7.13,F,AR,"Physicist, medical",0
1/8/19 23:05,"fraud_Effertz, Welch and Schowalter",entertainment,388.02,M,AR,"Scientist, biomedical",1
2/7/19 2:27,fraud_Rutherford-Mertz,grocery_pos,89.09,F,AL,Science writer,0
1/10/19 21:54,fraud_Larson-Moen,entertainment,25.54,M,NC,"Scientist, research (maths)",0
2/23/19 16:32,fraud_Brown Inc,kids_pets,17.23,F,NM,Educational psychologist,0
1/11/19 14:47,fraud_Reilly LLC,home,7.98,F,OK,"Programme researcher, broadcasting/film/video",0
2/22/19 12:59,fraud_Bechtelar-Rippin,food_dining,5.82,F,NE,"Engineer, automotive",0
2/16/19 4:27,fraud_Marks Inc,gas_transport,81.43,M,MS,"Horticulturist, commercial",0
1/10/19 15:55,fraud_Roob-Okuneva,health_fitness,19.45,M,MS,"Librarian, academic",0
1/28/19 4:28,fraud_Goodwin-Nitzsche,grocery_pos,71.8,F,NY,"Psychotherapist, child",0
2/8/19 13:59,fraud_Lemke-Gutmann,shopping_net,26.69,F,AZ,Contractor,0
1/12/19 8:38,fraud_Koelpin and Sons,misc_net,2.11,F,NJ,"Engineer, control and instrumentation",0
2/17/19 15:21,fraud_Wilkinson PLC,kids_pets,14.51,M,MA,English as a second language teacher,0
2/22/19 18:57,fraud_Botsford PLC,home,73.97,M,AL,Radio broadcast assistant,0
1/4/19 12:52,fraud_Denesik and Sons,shopping_pos,3.02,F,UT,"Surveyor, minerals",0
2/4/19 11:49,fraud_Murray-Smitham,grocery_pos,73.69,M,OK,Advertising copywriter,0
1/10/19 3:25,"fraud_Tillman, Dickinson and Labadie",gas_transport,56.46,F,SC,Biomedical scientist,0
2/8/19 23:37,fraud_Altenwerth-Kilback,home,19.23,M,NY,Mechanical engineer,0
1/6/19 23:36,"fraud_Larkin, Stracke and Greenfelder",entertainment,9.78,F,KY,"Psychologist, counselling",0
2/15/19 23:47,"fraud_Reichert, Rowe and Mraz",shopping_net,1258.71,M,FL,Sport and exercise psychologist,1
3/2/19 12:08,fraud_Powlowski-Weimann,food_dining,6.58,F,ME,Animal nutritionist,0
2/14/19 3:53,fraud_Conroy-Cruickshank,gas_transport,72.56,F,NY,"Psychotherapist, child",0
1/20/19 23:17,"fraud_Reinger, Weissnat and Strosin",food_dining,50.13,F,AR,"Scientist, audiological",0
2/17/19 14:44,fraud_Gottlieb Group,kids_pets,54.69,F,IA,Geochemist,0
2/4/19 21:27,fraud_Deckow-Dare,food_dining,111.52,M,MI,"Producer, radio",0
1/7/19 13:02,fraud_Bernier and Sons,kids_pets,46.28,M,IL,Radio broadcast assistant,0
1/1/19 22:04,"fraud_Hettinger, McCullough and Fay",home,105.65,F,CA,"Buyer, industrial",0
2/4/19 8:59,"fraud_Boehm, Predovic and Reinger",misc_pos,5.96,F,TX,Cytogeneticist,0
2/24/19 10:21,fraud_McDermott-Weimann,grocery_pos,209.6,F,AZ,Petroleum engineer,0
2/18/19 4:54,fraud_Barton Inc,grocery_pos,80.87,F,AL,Physiological scientist,0
1/28/19 6:36,"fraud_Yost, Block and Koepp",misc_pos,6.82,F,MO,Occupational hygienist,0
1/29/19 3:29,fraud_Shields Inc,grocery_net,22.06,M,MS,Chartered public finance accountant,0
2/14/19 21:31,fraud_Mayert Group,shopping_pos,3.81,F,NJ,Senior tax professional/tax inspector,0
1/29/19 13:27,fraud_Johns Inc,entertainment,99.63,F,FL,Environmental consultant,0
2/5/19 9:17,fraud_Harber Inc,gas_transport,40.78,M,AL,Paediatric nurse,0
2/28/19 0:46,fraud_Barton Inc,grocery_pos,207.02,F,AR,"Scientist, audiological",0
2/18/19 12:05,"fraud_Nienow, Ankunding and Collier",misc_pos,1.3,F,AL,Materials engineer,0
1/22/19 11:38,fraud_Parisian and Sons,gas_transport,61.56,F,KS,"Buyer, industrial",0
2/2/19 7:45,"fraud_Connelly, Reichert and Fritsch",gas_transport,56.22,M,IA,Administrator,0
2/8/19 23:59,"fraud_Gottlieb, Considine and Schultz",shopping_net,848.89,F,SC,Chemical engineer,1
1/17/19 10:31,fraud_Lockman Ltd,grocery_pos,52.22,M,FL,Teaching laboratory technician,0
1/4/19 14:39,fraud_Gerhold LLC,home,84.36,M,NJ,Mechanical engineer,0
2/16/19 13:48,"fraud_Goyette, Howell and Collier",shopping_pos,2.96,F,IL,"Buyer, industrial",0
2/27/19 3:05,"fraud_Stehr, Jewess and Schimmel",misc_net,752.04,F,TX,"Scientist, biomedical",0
3/2/19 1:26,fraud_Koepp-Parker,grocery_pos,94.64,M,MI,Retail manager,0
2/12/19 6:49,fraud_Donnelly PLC,misc_net,719.27,F,IL,Trading standards officer,1
1/19/19 12:31,"fraud_Prosacco, Kreiger and Kovacek",home,28.49,M,MA,Geoscientist,0
2/26/19 13:19,fraud_Christiansen-Gusikowski,misc_pos,164.49,M,NM,Historic buildings inspector/conservation officer,0
1/21/19 3:01,fraud_Volkman Ltd,misc_net,7.56,M,MI,"Engineer, automotive",0
2/2/19 10:47,fraud_Lynch Ltd,shopping_pos,5.52,F,WI,Neurosurgeon,0
1/22/19 13:04,fraud_Romaguera Ltd,health_fitness,26.76,F,FL,Environmental consultant,0
2/23/19 3:29,fraud_Deckow-O'Conner,grocery_pos,113.64,F,MD,Regulatory affairs officer,0
1/9/19 4:48,fraud_Abbott-Rogahn,entertainment,61.81,M,NV,Catering manager,0
2/15/19 14:34,fraud_Bins-Tillman,entertainment,244.36,F,WV,Physiotherapist,0
2/1/19 2:49,fraud_Emard Inc,gas_transport,11.1,F,MN,Economist,1
2/18/19 7:17,fraud_Murray-Smitham,grocery_pos,48.65,M,CA,"Editor, magazine features",0
1/15/19 15:10,fraud_Schimmel-Olson,kids_pets,11.47,F,KY,"Therapist, sports",0
1/14/19 22:27,"fraud_Klocko, Runolfsdottir and Breitenberg",health_fitness,8.31,F,MI,Trade mark attorney,0
2/11/19 19:32,fraud_Rippin-VonRueden,health_fitness,11.16,M,NM,Naval architect,0
2/14/19 21:54,"fraud_Schaefer, Fay and Hilll",entertainment,10.88,M,MN,Chief Strategy Officer,0
1/30/19 8:03,fraud_Runte-Mohr,food_dining,60.27,F,TX,Drilling engineer,0
3/2/19 14:19,fraud_Bernier and Sons,kids_pets,55.79,M,NC,"Engineer, biomedical",0
1/21/19 23:55,fraud_Howe PLC,entertainment,41.28,F,IL,Environmental consultant,0
2/13/19 13:40,fraud_Yost-Rogahn,personal_care,25.47,F,KY,Chartered public finance accountant,0
2/21/19 3:17,"fraud_Reichert, Rowe and Mraz",shopping_net,9.54,M,WY,"Education officer, museum",0
1/12/19 15:03,fraud_Schimmel-Olson,kids_pets,28.08,F,NY,Colour technologist,0
2/1/19 20:11,"fraud_Durgan, Gislason and Spencer",home,69.66,F,IA,"Teacher, early years/pre",0
2/16/19 5:28,fraud_Prohaska-Murray,gas_transport,76.5,M,MT,"Engineer, drilling",0
1/14/19 2:16,fraud_Pouros-Conroy,shopping_pos,141.62,M,MS,Technical brewer,0
1/22/19 14:02,fraud_Shanahan-Lehner,personal_care,20.52,M,AL,Educational psychologist,0
2/16/19 6:54,fraud_Harris Inc,gas_transport,47.4,F,TX,Phytotherapist,0
2/5/19 17:23,fraud_Goyette-Gerhold,kids_pets,10.33,F,UT,"Sales professional, IT",0
1/11/19 6:33,"fraud_Tromp, Kerluke and Glover",grocery_net,38.98,M,OH,Media planner,0
2/11/19 10:15,fraud_Denesik and Sons,shopping_pos,135.87,M,PA,Oceanographer,0
3/2/19 8:18,fraud_Kling Inc,gas_transport,58.69,M,MN,Music tutor,0
1/31/19 15:26,fraud_Wilkinson LLC,personal_care,1.45,M,NY,Metallurgist,0
1/4/19 22:22,fraud_Champlin-Casper,home,83.63,M,VT,"Development worker, community",0
1/1/19 19:11,fraud_Bernhard-Lesch,food_dining,60.29,M,WY,"Administrator, local government",0
2/1/19 2:41,"fraud_Reilly, Heaney and Cole",gas_transport,56.15,F,IA,Chief Technology Officer,0
1/8/19 17:44,fraud_Morissette PLC,shopping_pos,6.68,M,PA,General practice doctor,0
1/26/19 10:31,fraud_Haley Group,misc_pos,2.1,M,IL,"Psychologist, clinical",0
1/25/19 15:15,"fraud_Yost, Block and Koepp",misc_pos,69.72,F,WV,Chief Executive Officer,0
2/11/19 5:09,fraud_Hermann and Sons,shopping_pos,7.76,F,KY,Chief Financial Officer,0
2/7/19 13:34,fraud_Morissette LLC,entertainment,67.24,M,MD,Music tutor,0
1/8/19 1:41,"fraud_Lind, Huel and McClure",gas_transport,73.22,F,IL,"Psychotherapist, child",0
2/21/19 12:21,"fraud_Schneider, Hayes and Nikolaus",food_dining,55.71,M,MT,Chartered loss adjuster,0
2/10/19 18:46,fraud_Fisher Inc,shopping_net,1.45,F,AL,Materials engineer,0
2/8/19 14:59,fraud_Padberg-Sauer,home,34.79,F,TX,"Investment banker, operational",0
2/10/19 12:09,fraud_O'Connell-Ullrich,home,59.11,F,TX,Radio producer,0
1/29/19 10:31,fraud_Stracke-Lemke,grocery_pos,57.74,F,NY,Medical sales representative,0
1/18/19 13:30,fraud_Bechtelar-Rippin,food_dining,62.23,M,OR,Economist,0
2/24/19 2:03,fraud_Brekke and Sons,gas_transport,61.41,F,IL,Environmental consultant,0
1/7/19 23:07,fraud_Bernier and Sons,kids_pets,82.18,F,NC,English as a second language teacher,0
3/1/19 17:21,fraud_Nolan-Williamson,kids_pets,11.39,F,KY,Chief Financial Officer,0
1/10/19 17:40,"fraud_Mueller, Gerhold and Mueller",health_fitness,61.42,F,NY,Acupuncturist,0
2/15/19 13:49,"fraud_Swaniawski, Nitzsche and Welch",health_fitness,26.07,F,OH,Television floor manager,0
2/4/19 2:51,fraud_Rutherford-Mertz,grocery_pos,27.41,M,VA,Mudlogger,0
1/20/19 15:05,fraud_Schmeler-Howe,personal_care,4.7,F,IA,Sports administrator,0
2/11/19 11:21,fraud_Flatley Group,misc_pos,33.21,M,PA,Communications engineer,0
1/17/19 22:19,"fraud_Greenholt, O'Hara and Balistreri",shopping_net,980.06,M,PA,Nutritional therapist,1
2/5/19 13:47,fraud_Morissette PLC,shopping_pos,40.86,F,OK,"Teacher, special educational needs",0
1/1/19 13:15,fraud_Terry Ltd,home,35.59,F,TX,"Engineer, mining",0
1/18/19 11:52,fraud_Hackett-Lueilwitz,grocery_pos,91.32,M,MI,"Doctor, hospital",0
1/25/19 10:48,"fraud_Schaefer, Maggio and Daugherty",gas_transport,80.72,M,CA,Systems analyst,0
1/27/19 23:35,"fraud_Eichmann, Hayes and Treutel",travel,6.79,F,UT,"Scientist, audiological",0
2/23/19 17:07,fraud_Kuphal-Toy,food_dining,2.67,F,MO,Naval architect,0
1/21/19 11:34,fraud_Kuphal-Bartoletti,misc_net,99.18,M,NY,"Therapist, drama",0
1/22/19 13:36,fraud_Conroy Ltd,shopping_pos,167.74,M,WA,Clothing/textile technologist,0
1/14/19 3:47,fraud_Cummings LLC,gas_transport,52.68,M,NE,Television/film/video producer,0
1/18/19 11:54,fraud_Bartoletti-Wunsch,gas_transport,91.9,M,TX,Site engineer,0
2/1/19 6:51,fraud_Bernhard Inc,gas_transport,71.3,F,MN,Ceramics designer,0
1/29/19 6:11,"fraud_Zieme, Bode and Dooley",gas_transport,67.79,M,NY,Environmental health practitioner,0
2/21/19 21:06,fraud_Breitenberg-Hermiston,kids_pets,83.2,F,TX,Systems developer,0
2/7/19 22:40,"fraud_Roberts, Ryan and Smith",personal_care,50.12,F,IL,Magazine journalist,1
1/4/19 20:21,fraud_Graham and Sons,health_fitness,181.41,F,LA,"Surveyor, rural practice",0
1/1/19 21:50,"fraud_Baumbach, Hodkiewicz and Walsh",shopping_pos,1.03,F,MI,"Exhibitions officer, museum/gallery",0
2/28/19 18:13,fraud_Beier LLC,entertainment,88.15,M,PA,Dealer,0
2/9/19 9:30,fraud_Friesen-Stamm,gas_transport,72.66,F,OH,Research scientist (medical),0
1/27/19 2:44,fraud_Schulist Ltd,food_dining,55.84,F,WI,"Engineer, civil (contracting)",0
2/5/19 15:38,fraud_Kris-Kertzmann,travel,1.68,M,UT,Location manager,0
2/7/19 10:12,"fraud_Kerluke, Considine and Macejkovic",misc_net,80.8,F,MI,Armed forces training and education officer,0
2/26/19 22:48,fraud_Fisher Inc,shopping_net,1091.47,F,NY,Comptroller,1
2/2/19 20:19,fraud_Ernser-Lynch,food_dining,28.98,M,TX,Site engineer,0
1/11/19 18:29,fraud_Boyer PLC,misc_pos,6.64,F,PA,Tree surgeon,0
1/11/19 6:31,fraud_Kunze Inc,grocery_pos,195.94,F,PA,Structural engineer,0
1/12/19 18:52,fraud_Schuppe LLC,entertainment,65.94,M,WI,Arts development officer,0
2/19/19 4:22,fraud_Heller-Langosh,gas_transport,108.91,M,IA,Interior and spatial designer,0
1/17/19 15:25,fraud_Pfeffer and Sons,shopping_pos,1.03,F,KS,Chief Executive Officer,0
2/18/19 14:09,"fraud_Streich, Rolfson and Wilderman",kids_pets,3.0,M,GA,Rural practice surveyor,0
1/27/19 13:50,fraud_Kutch and Sons,grocery_pos,54.66,F,MN,Ceramics designer,0
1/21/19 20:12,"fraud_Mueller, Gerhold and Mueller",health_fitness,164.94,F,CO,Museum/gallery exhibitions officer,0
1/19/19 23:36,fraud_Abbott-Steuber,personal_care,35.92,F,UT,"Scientist, audiological",0
2/19/19 9:25,fraud_Runolfsson and Sons,grocery_net,67.22,F,NY,Psychotherapist,0
2/10/19 2:06,fraud_Kiehn-Emmerich,grocery_pos,165.99,F,OH,Insurance underwriter,0
2/12/19 18:39,fraud_Botsford PLC,home,8.83,M,NJ,Insurance risk surveyor,0
2/22/19 17:34,fraud_O'Connell-Ullrich,home,14.99,F,MA,Counselling psychologist,0
1/21/19 3:10,fraud_Wiza LLC,misc_pos,6.61,F,CA,"Scientist, audiological",0
1/29/19 10:05,"fraud_Romaguera, Cruickshank and Greenholt",shopping_net,6.83,F,TX,Chiropodist,0
2/17/19 16:39,fraud_Lemke and Sons,travel,3.64,F,TX,Systems developer,0
1/18/19 17:33,"fraud_Hoppe, Harris and Bednar",entertainment,22.29,M,IA,Estate manager/land agent,0
1/1/19 6:35,fraud_Hickle Group,shopping_pos,142.88,M,WI,Occupational hygienist,0
1/22/19 21:29,fraud_Rippin-VonRueden,health_fitness,29.79,F,IL,"Buyer, industrial",0
1/28/19 14:57,"fraud_Wuckert, Wintheiser and Friesen",home,22.16,M,PA,Event organiser,0
